date,simulated_close,order_flow,action_random,action_momentum,action_contrarian,action_news_cluster
2023-03-20,123.83859116664996,-1.0,sell,buy,sell,hold
2023-03-20,124.20309070936182,0.0,hold,buy,sell,hold
2023-03-21,124.96199766135916,0.0,hold,buy,sell,hold
2023-03-23,124.04780304066475,-1.0,sell,buy,sell,hold
2023-03-24,123.08710157771888,0.0,hold,sell,buy,hold
2023-03-30,123.98454375302897,1.0,buy,sell,buy,hold
2023-03-31,123.56782135996141,0.0,hold,buy,sell,hold
2023-04-04,123.05659494356398,-1.0,sell,sell,buy,hold
2023-04-06,123.10374452250534,1.0,buy,sell,buy,hold
2023-04-06,124.07474897944793,-1.0,sell,buy,sell,hold
2023-04-06,124.34506160290351,1.0,buy,buy,sell,hold
2023-04-06,124.45519055492898,1.0,buy,buy,sell,hold
2023-04-11,124.38748769925687,1.0,buy,buy,sell,hold
2023-04-11,124.16649709761653,-1.0,sell,sell,buy,hold
2023-04-13,124.25142430139728,-1.0,sell,sell,buy,hold
2023-04-14,122.87431427967134,-1.0,sell,buy,sell,hold
2023-04-14,123.00165345941149,1.0,buy,sell,buy,hold
2023-04-14,123.31808022914603,0.0,hold,buy,sell,hold
2023-04-17,123.25265996511166,0.0,hold,buy,sell,hold
2023-04-18,122.8040003916647,-1.0,sell,sell,buy,hold
2023-04-19,123.01601658526285,1.0,buy,sell,buy,hold
2023-04-19,122.35723535272763,1.0,buy,buy,sell,hold
2023-04-19,122.62132262534567,0.0,hold,sell,buy,hold
2023-04-20,123.24204192835144,1.0,buy,buy,sell,hold
2023-04-20,123.45670442838333,1.0,buy,buy,sell,hold
2023-04-21,123.34538927431029,-1.0,sell,buy,sell,hold
2023-04-21,123.40229753973273,1.0,buy,sell,buy,hold
2023-04-21,123.94036790775277,0.0,hold,buy,sell,hold
2023-04-24,123.79927166495419,1.0,buy,buy,sell,hold
2023-04-24,123.57350479867294,-1.0,sell,sell,buy,hold
2023-04-25,123.55167009263248,1.0,buy,sell,buy,hold
2023-04-25,123.2855410451519,-1.0,sell,sell,buy,hold
2023-04-27,123.99380147097321,1.0,buy,sell,buy,hold
2023-04-27,124.21261690936961,0.0,hold,buy,sell,hold
2023-04-27,123.0676062346421,0.0,hold,buy,sell,hold
2023-05-04,123.11952493583995,-1.0,sell,sell,buy,hold
2023-05-04,124.22691697110841,-1.0,sell,buy,sell,hold
2023-05-04,123.95016362099254,-1.0,sell,buy,sell,hold
2023-05-05,125.12786967786808,0.0,hold,sell,buy,hold
2023-05-05,125.85580949501457,1.0,buy,buy,sell,hold
2023-05-08,126.70665493335986,1.0,buy,buy,sell,hold
2023-05-08,127.25960642595182,-1.0,sell,buy,sell,hold
2023-05-08,127.34620618260792,-1.0,sell,buy,sell,hold
2023-05-11,127.63287681939404,1.0,buy,buy,sell,hold
2023-05-11,127.47075376290672,-1.0,sell,buy,sell,hold
2023-05-11,127.99793243533625,1.0,buy,sell,buy,hold
2023-05-15,128.1363569908126,0.0,hold,buy,sell,hold
2023-05-15,128.11537918054424,-1.0,sell,buy,sell,hold
2023-05-15,128.5695117231237,0.0,hold,sell,buy,hold
2023-05-15,128.43725109703,-1.0,sell,buy,sell,hold
2023-05-17,127.46090333760796,0.0,hold,sell,buy,hold
2023-05-17,127.54599093533419,1.0,buy,sell,buy,hold
2023-05-18,127.31343627603067,1.0,buy,buy,sell,hold
2023-05-18,128.51845884512852,0.0,hold,sell,buy,hold
2023-05-18,129.51939474149907,1.0,buy,buy,sell,hold
2023-05-25,128.84612920138326,-1.0,sell,buy,sell,hold
2023-05-25,128.7504763038791,-1.0,sell,sell,buy,hold
2023-05-26,128.92730804512064,0.0,hold,sell,buy,hold
2023-05-26,129.59980941850543,0.0,hold,buy,sell,hold
2023-05-30,130.0921541043924,-1.0,sell,buy,sell,hold
2023-05-30,130.24665624084994,1.0,buy,buy,sell,hold
2023-05-31,130.0392261617252,0.0,hold,buy,sell,hold
2023-05-31,129.5857257535524,-1.0,sell,sell,buy,hold
2023-06-02,129.4305472438773,1.0,buy,sell,buy,hold
2023-06-02,129.29748907756516,1.0,buy,sell,buy,hold
2023-06-08,129.58025678220528,0.0,hold,sell,buy,hold
2023-06-13,129.33505781057212,0.0,hold,buy,sell,hold
2023-06-13,129.11236953999995,1.0,buy,sell,buy,hold
2023-06-14,129.5505059018234,-1.0,sell,sell,buy,hold
2023-06-15,129.14842697701803,0.0,hold,buy,sell,hold
2023-06-15,128.75418488505767,-1.0,sell,sell,buy,hold
2023-06-22,129.32395534066075,1.0,buy,sell,buy,hold
2023-06-23,129.02755472513945,0.0,hold,buy,sell,hold
2023-06-30,130.1099423127639,0.0,hold,sell,buy,hold
2023-07-06,130.18537667519905,0.0,hold,buy,sell,hold
2023-07-06,130.45054504294336,1.0,buy,buy,sell,hold
2023-07-07,131.25267185272742,0.0,hold,buy,sell,hold
2023-07-12,131.5893982913067,0.0,hold,buy,sell,hold
2023-07-12,132.53798302926901,1.0,buy,buy,sell,hold
2023-07-12,132.5285174946426,1.0,buy,buy,sell,hold
2023-07-12,132.55449281611206,0.0,hold,sell,buy,hold
2023-07-13,131.6697092290599,0.0,hold,buy,sell,hold
2023-07-14,132.2710997754188,-1.0,sell,sell,buy,hold
2023-07-14,132.16848651761003,0.0,hold,buy,sell,hold
2023-07-14,132.9821135336463,0.0,hold,sell,buy,hold
2023-07-14,132.52365454610305,1.0,buy,buy,sell,hold
2023-07-17,132.00885583967533,1.0,buy,sell,buy,hold
2023-07-19,132.23818035423577,0.0,hold,sell,buy,hold
2023-07-19,131.95684172909478,1.0,buy,buy,sell,hold
2023-07-19,131.75791284447888,0.0,hold,sell,buy,hold
2023-07-20,131.8144787386814,-1.0,sell,sell,buy,hold
2023-07-20,132.2911803073111,-1.0,sell,buy,sell,hold
2023-07-20,132.87167996536095,0.0,hold,buy,sell,hold
2023-07-25,132.88382010637693,1.0,buy,buy,sell,hold
2023-07-26,132.54435014020166,0.0,hold,buy,sell,hold
2023-07-31,133.23901926813522,0.0,hold,sell,buy,hold
2023-08-03,132.3025709880728,-1.0,sell,buy,sell,hold
2023-08-03,132.3454070855464,-1.0,sell,sell,buy,hold
2023-08-03,131.80037733493228,-1.0,sell,buy,sell,hold
2023-08-03,131.34445555274357,-1.0,sell,sell,buy,hold
2023-08-16,130.79741587993962,1.0,buy,sell,buy,hold
2023-08-22,130.46686859394012,-1.0,sell,sell,buy,hold
2023-08-24,129.2402337546005,-1.0,sell,sell,buy,hold
2023-08-24,129.37901175492289,1.0,buy,sell,buy,hold
2023-08-25,128.75284776263157,-1.0,sell,buy,sell,hold
2023-08-29,128.9406097700632,0.0,hold,sell,buy,hold
2023-08-30,128.8231129904608,1.0,buy,buy,sell,hold
2023-08-30,128.41745004725783,-1.0,sell,sell,buy,hold
2023-09-06,129.28504209143497,0.0,hold,sell,buy,hold
2023-09-07,128.86253156451832,1.0,buy,buy,sell,hold
2023-09-12,128.95839419642326,1.0,buy,sell,buy,hold
2023-09-12,129.30790776513112,0.0,hold,buy,sell,hold
2023-09-15,129.49206424563667,1.0,buy,buy,sell,hold
2023-09-15,129.37668552195984,0.0,hold,buy,sell,hold
2023-09-18,130.0006287612303,-1.0,sell,sell,buy,hold
2023-09-25,130.51502981912648,-1.0,sell,buy,sell,hold
2023-09-25,130.20477207100487,1.0,buy,buy,sell,hold
2023-09-25,130.0911352083164,-1.0,sell,sell,buy,hold
2023-09-25,130.4956673942234,-1.0,sell,sell,buy,hold
2023-09-25,130.88947744665015,1.0,buy,buy,sell,hold
2023-09-26,130.18243598391402,0.0,hold,buy,sell,hold
2023-09-28,129.70952421638412,1.0,buy,sell,buy,hold
2023-10-04,130.66472699227094,1.0,buy,sell,buy,hold
2023-10-05,130.26802892420022,0.0,hold,buy,sell,hold
2023-10-06,129.43186786184856,-1.0,sell,sell,buy,hold
2023-10-11,129.62335971441348,-1.0,sell,sell,buy,hold
2023-10-11,128.90093115291398,0.0,hold,buy,sell,hold
2023-10-11,128.7215816339771,0.0,hold,sell,buy,hold
2023-10-12,128.64123524025769,-1.0,sell,sell,buy,hold
2023-10-13,128.62601667382015,0.0,hold,sell,buy,hold
2023-10-13,129.05122486292316,0.0,hold,sell,buy,hold
2023-10-18,129.5596898383596,0.0,hold,buy,sell,hold
2023-10-18,129.81897215003798,1.0,buy,buy,sell,hold
2023-10-18,129.944675545822,-1.0,sell,buy,sell,hold
2023-10-19,128.96789591615294,1.0,buy,buy,sell,hold
2023-10-19,128.8158351214342,1.0,buy,sell,buy,hold
2023-10-19,129.25853642600083,-1.0,sell,sell,buy,hold
2023-10-20,129.55620496531407,-1.0,sell,buy,sell,hold
2023-10-20,129.82397715753544,-1.0,sell,buy,sell,hold
2023-10-23,129.19227342008776,-1.0,sell,buy,sell,hold
2023-10-26,127.50779414755542,-1.0,sell,sell,buy,hold
2023-10-26,127.76200863937841,1.0,buy,sell,buy,hold
2023-10-26,128.32479448706744,1.0,buy,buy,sell,hold
2023-11-07,128.1980253491249,1.0,buy,buy,sell,hold
2023-11-09,127.04720743368509,1.0,buy,sell,buy,hold
2023-11-10,127.42064633542161,-1.0,sell,sell,buy,hold
2023-11-17,127.5325278119146,0.0,hold,buy,sell,hold
2023-11-17,127.8900782180609,0.0,hold,buy,sell,hold
2023-11-20,128.3972100535738,1.0,buy,buy,sell,hold
2023-11-24,127.91322779640902,-1.0,sell,buy,sell,hold
2023-11-30,128.008417947939,0.0,hold,sell,buy,hold
2023-11-30,127.53886800726933,0.0,hold,buy,sell,hold
