date,headline,body,ticker,sentiment_hint
2023-02-02,"Investors in Alcoa Corporation (Symbol: AA) saw new options begin trading today, for the March 24th ","Investors in Alcoa Corporation (Symbol: AA) saw new options begin trading today, for the March 24th expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the AA options chain for the new March 24th contracts and identified one put and one call contract of particular interest.
The put contract at the $53.00 strike price has a current bid of $3.35. If an investor was to sell-to-open that put contract, they are committing to purchase the stock at $53.00, but will also collect the premium, putting the cost basis of the shares at $49.65 (before broker commissions). To an investor already interested in purchasing shares of AA, that could represent an attractive alternative to paying $53.51/share today.
Because the $53.00 strike represents an approximate 1% discount to the current trading price of the stock (in other words it is out-of-the-money by that percentage), there is also the possibility that the put contract would expire worthless. The current analytical data (including greeks and implied greeks) suggest the current odds of that happening are 99%. Stock Options Channel will track those odds over time to see how they change, publishing a chart of those numbers on our website under the contract detail page for this contract. Should the contract expire worthless, the premium would represent a 6.32% return on the cash commitment, or 46.18% annualized — at Stock Options Channel we call this the YieldBoost.
Below is a chart showing the trailing twelve month trading history for Alcoa Corporation, and highlighting in green where the $53.00 strike is located relative to that history:
Turning to the calls side of the option chain, the call contract at the $55.00 strike price has a current bid of $3.15. If an investor was to purchase shares of AA stock at the current price level of $53.51/share, and then sell-to-open that call contract as a ""covered call,"" they are committing to sell the stock at $55.00. Considering the call seller will also collect the premium, that would drive a total return (excluding dividends, if any) of 8.67% if the stock gets called away at the March 24th expiration (before broker commissions). Of course, a lot of upside could potentially be left on the table if AA shares really soar, which is why looking at the trailing twelve month trading history for Alcoa Corporation, as well as studying the business fundamentals becomes important. Below is a chart showing AA's trailing twelve month trading history, with the $55.00 strike highlighted in red:
Considering the fact that the $55.00 strike represents an approximate 3% premium to the current trading price of the stock (in other words it is out-of-the-money by that percentage), there is also the possibility that the covered call contract would expire worthless, in which case the investor would keep both their shares of stock and the premium collected. The current analytical data (including greeks and implied greeks) suggest the current odds of that happening are 99%. On our website under the contract detail page for this contract, Stock Options Channel will track those odds over time to see how they change and publish a chart of those numbers (the trading history of the option contract will also be charted). Should the covered call contract expire worthless, the premium would represent a 5.89% boost of extra return to the investor, or 43.01% annualized, which we refer to as the YieldBoost.
Meanwhile, we calculate the actual trailing twelve month volatility (considering the last 251 trading day closing values as well as today's price of $53.51) to be 67%. For more put and call options contract ideas worth looking at, visit StockOptionsChannel.com.
Top YieldBoost Calls of the S&P 500 »
Also see:
 MBB Dividend History
 USM Videos
 APTS Options Chain
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-02-03,Feb 3(Reuters) - Alcoa Corp AA,"Feb 3(Reuters) - Alcoa Corp AA.N said on Friday that a majority of workers at its San Ciprian facility in Spain voted to back its plan for a phased restart of the aluminum smelter in January 2024 after a two-year halt to primary production.
The U.S. metals producer had reached a deal with workers in December 2021 to end primary aluminum production at the facility for two years as soaring European energy prices threatened its viability.
The phased restart will be completed by Oct. 1, 2025, and from then until the end of 2026, the aluminum smelter will produce at least 75% of its nominal capacity of 228,000 metric tons per year, Alcoa said.
Last year, the company signed two long-term wind power purchase agreements securing roughly 75% of the smelter's needs at full capacity, it added.
The plan includes $146 million of capital investments, mainly for a new anode plant, and an extended commitment not to initiate any collective dismissal processes for three years after the restart begins, the company said.
In 2020, the company attempted to lay off some 500 workers but was forced to abandon the plan after a Spanish court declared it ""null and void.""
Alcoa has long sought to shut down the smelter in Spain's northwestern Galicia region, which has struggled to remain competitive in the face of steep energy costs and low aluminium prices, leading to several years of losses.
(Reporting by Deep Vakil and Bharat Govind Gautam in Bengaluru; Editing by David Gregorio)
((DeepKaushik.Vakil@thomsonreuters.com;))
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-02-10,Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF,"Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF Channel, one standout is the SPDR S&P 400 Mid Cap Value ETF (Symbol: MDYV) where we have detected an approximate $421.1 million dollar inflow -- that's a 16.3% increase week over week in outstanding units (from 36,150,000 to 42,050,000). Among the largest underlying components of MDYV, in trading today Regal Rexnord Corp (Symbol: RRX) is down about 0.3%, Webster Financial Corp (Symbol: WBS) is trading flat, and Alcoa Corporation (Symbol: AA) is lower by about 1.5%. For a complete list of holdings, visit the MDYV Holdings page » The chart below shows the one year price performance of MDYV, versus its 200 day moving average:
Looking at the chart above, MDYV's low point in its 52 week range is $57.6311 per share, with $75.02 as the 52 week high point — that compares with a last trade of $71.38. Comparing the most recent share price to the 200 day moving average can also be a useful technical analysis technique -- learn more about the 200 day moving average ».
Free Report: Top 8%+ Dividends (paid monthly)
Exchange traded funds (ETFs) trade just like stocks, but instead of ''shares'' investors are actually buying and selling ''units''. These ''units'' can be traded back and forth just like stocks, but can also be created or destroyed to accommodate investor demand. Each week we monitor the week-over-week change in shares outstanding data, to keep a lookout for those ETFs experiencing notable inflows (many new units created) or outflows (many old units destroyed). Creation of new units will mean the underlying holdings of the ETF need to be purchased, while destruction of units involves selling underlying holdings, so large flows can also impact the individual components held within ETFs.
Click here to find out which 9 other ETFs had notable inflows »
Also see:
 FBNC Insider Buying
 ETFs Holding ADXS
 Institutional Holders of Southern
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-02-10,"In trading on Friday, shares of Alcoa Corporation (Symbol: AA) crossed below their 200 day moving av","In trading on Friday, shares of Alcoa Corporation (Symbol: AA) crossed below their 200 day moving average of $48.99, changing hands as low as $48.19 per share. Alcoa Corporation shares are currently trading down about 2.4% on the day. The chart below shows the one year performance of AA shares, versus its 200 day moving average:
Looking at the chart above, AA's low point in its 52 week range is $33.55 per share, with $98.09 as the 52 week high point — that compares with a last trade of $48.89.
Click here to find out which 9 other metals stocks recently crossed below their 200 day moving average »
Also see:
 Stock Split History
 ORIC Videos
 Top Ten Hedge Funds Holding TKAI
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-02-21,Below is Validea's daily guru fundamental report for ALCOA CORP (AA),"Below is Validea's daily guru fundamental report for ALCOA CORP (AA). Of the 22 guru strategies we follow, AA rates highest using our Acquirer's Multiple Investor model based on the published strategy of Tobias Carlisle. This deep value model looks for inexpensive stocks that could be potential takeover targets.
ALCOA CORP (AA) is a mid-cap growth stock in the Metal Mining industry. The rating using this strategy is 89% based on the firm’s underlying fundamentals and the stock’s valuation. A score of 80% or above typically indicates that the strategy has some interest in the stock and a score above 90% typically indicates strong interest.
The following table summarizes whether the stock meets each of this strategy's tests. Not all criteria in the below table receive equal weighting or are independent, but the table provides a brief overview of the strong and weak points of the security in the context of the strategy's criteria.
SECTOR: PASS
QUALITY: PASS
ACQUIRER'S MULTIPLE FAIL
Detailed Analysis of ALCOA CORP
AA Guru Analysis
AA Fundamental Analysis
Tobias Carlisle Portfolio
About Tobias Carlisle: Tobias Carlisle is a widely recognized expert on deep value investing. He is the author of ""The Acquirer's Multiple: How the Billionaire Contrarians of Deep Value Beat the Market"" and the founder of Acquirer's Funds. He is also the author of ""Deep Value: Why Activists Investors and Other Contrarians Battle for Control of Losing Corporations"" and co-author of Quantitative Value: ""A Practitioner's Guide to Automating Intelligent Investment and Eliminating Behavioral Errors"" Tobias is originally from Australia, where he worked an an analyst at an activist hedge fund and was a lawyer specializing in mergers and acquisitions.
About Validea: Validea is aninvestment researchservice that follows the published strategies of investment legends. Validea offers both stock analysis and model portfolios based on gurus who have outperformed the market over the long-term, including Warren Buffett, Benjamin Graham, Peter Lynch and Martin Zweig. For more information about Validea, click here
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-02-22,"Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:
Alico, Inc","Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:
Alico, Inc. ALCO is an agribusiness and land management company. The Zacks Consensus Estimate for its current year earnings has been revised 141% downward over the last 60 days.
Alcoa Corporation AA is a company that produces and sells bauxite, alumina, and aluminum products. The Zacks Consensus Estimate for its current year earnings has been revised 10.7% downward over the last 60 days.
Capri Holdings Limited CPRI is a retailer of apparels. The Zacks Consensus Estimate for its current year earnings has been revised 9.9% downward over the last 60 days.
View the entire Zacks Rank #5 List.
5 Stocks Set to Double
Each was handpicked by a Zacks expert as the #1 favorite stock to gain +100% or more in 2021. Previous recommendations have soared +143.0%, +175.9%, +498.3% and +673.0%.
Most of the stocks in this report are flying under Wall Street radar, which provides a great opportunity to get in on the ground floor.
Today, See These 5 Potential Home Runs >>
Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report
Alcoa (AA) : Free Stock Analysis Report
Alico, Inc. (ALCO) : Free Stock Analysis Report
Capri Holdings Limited (CPRI) : Free Stock Analysis Report
To read this article on Zacks.com click here.
Zacks Investment Research
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-02-24,"Updates prices, adds analysts comment
WASHINGTON, Feb 24 (Reuters) - The United States will impose ","Updates prices, adds analysts comment
WASHINGTON, Feb 24 (Reuters) - The United States will impose a 200% tariff on aluminum and derivatives produced in Russia from March 10, the White House said on Friday, effectively a ban as it announced sanctions on the anniversary of Russia's invasion of Ukraine.
The United States will also apply a 200% tariff on aluminum imports of primary aluminum produced in Russia from April 10.
""President Biden has made it a priority to mitigate the effects of Russia’s invasion on domestic industries critical to our national security, and this includes the American aluminum industry,"" the U.S. Department of Commerce said.
""In imposing these tariffs, we are denying Russia an important market for its aluminum while taking a stand for America’s workers.""
Russian aluminum is produced by Rusal RUAL.MM, 0486.HK which accounts for about 6% of global supplies.
""Alcoa welcomes the imposition of tariffs by the U.S. government on Russian aluminum,"" the U.S. aluminum producer said. ""We continue to advocate for sanctions as the most effective means for the government to take action against Russia and level the playing field for U.S. producers.""
Neither Russian metal nor the companies that produce it have been targeted by sanctions imposed on some Russian companies in response to Russia sending troops into Ukraine last year.
In 2018, however, U.S. Treasury Department sanctions on Rusal froze the bulk of the company's exports, paralyzed its supply chain and scared off customers.
The sanctions also fueled a jump in aluminum prices on the London Metal Exchange.
LME prices on Friday shrugged of news of the tariffs because they don't stop consumers and traders in other countries frombuying Russian aluminium and supplies are for now ample, metals analysts said.
Prices CMAL3 of aluminum, vital for transport, packaging and construction industries, were down 2.5% at $2,337 a tonne at 1652 GMT. Earlier they touched $2,321.5, the lowest since Jan 9.
The tariffs are unlikely to significantly tighten the aluminium market in the United States as the country imports only a small percentage of its aluminium from Russia.
U.S. imports of unwrought aluminum and alloys from Russia amounted to 191,809 tonnes, or roughly 4.4% of the more than 4.4 million tonne total last year, compared with 8.9% in 2018 and 14.6% in 2017, according to Trade Data Monitor.
Rusal declined to comment when contacted by Reuters.
(Reporting by Doina Chiacu in Washington, Polina Devitt, Anastasia Lyrchikova and Pratima Desai; Editing by Caitlin Webber and Louise Heavens)
((doina.chiacu@thomsonreuters.com; 202-898-8322;))
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-02-24,"Looking at options trading activity among components of the Russell 3000 index, there is noteworthy ","Looking at options trading activity among components of the Russell 3000 index, there is noteworthy activity today in Alphabet Inc (Symbol: GOOG), where a total volume of 249,065 contracts has been traded thus far today, a contract volume which is representative of approximately 24.9 million underlying shares (given that every 1 contract represents 100 underlying shares). That number works out to 64.7% of GOOG's average daily trading volume over the past month, of 38.5 million shares. Particularly high volume was seen for the $92 strike call option expiring March 03, 2023, with 15,539 contracts trading so far today, representing approximately 1.6 million underlying shares of GOOG. Below is a chart showing GOOG's trailing twelve month trading history, with the $92 strike highlighted in orange:
Lumentum Holdings Inc (Symbol: LITE) saw options trading volume of 5,530 contracts, representing approximately 553,000 underlying shares or approximately 62.3% of LITE's average daily trading volume over the past month, of 887,905 shares. Especially high volume was seen for the $55 strike put option expiring March 17, 2023, with 1,058 contracts trading so far today, representing approximately 105,800 underlying shares of LITE. Below is a chart showing LITE's trailing twelve month trading history, with the $55 strike highlighted in orange:
And Alcoa Corporation (Symbol: AA) options are showing a volume of 28,526 contracts thus far today. That number of contracts represents approximately 2.9 million underlying shares, working out to a sizeable 60.3% of AA's average daily trading volume over the past month, of 4.7 million shares. Especially high volume was seen for the $25 strike put option expiring March 17, 2023, with 3,201 contracts trading so far today, representing approximately 320,100 underlying shares of AA. Below is a chart showing AA's trailing twelve month trading history, with the $25 strike highlighted in orange:
For the various different available expirations for GOOG options, LITE options, or AA options, visit StockOptionsChannel.com.
Today's Most Active Call & Put Options of the S&P 500 »
Also see:
 MPB Historical Stock Prices
 Funds Holding BPYU
 Top Ten Hedge Funds Holding EB
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-02-28,Alcoa (AA) closed the most recent trading day at $48,"Alcoa (AA) closed the most recent trading day at $48.94, moving +1.87% from the previous trading session. The stock outpaced the S&P 500's daily loss of 0.3%. At the same time, the Dow lost 0.71%, and the tech-heavy Nasdaq gained 0.84%.
Prior to today's trading, shares of the bauxite, alumina and aluminum products company had lost 4.57% over the past month. This has lagged the Industrial Products sector's loss of 0.06% and the S&P 500's loss of 2% in that time.
Alcoa will be looking to display strength as it nears its next earnings release. The company is expected to report EPS of $0.04, down 98.69% from the prior-year quarter. Meanwhile, the Zacks Consensus Estimate for revenue is projecting net sales of $2.65 billion, down 19.55% from the year-ago period.
For the full year, our Zacks Consensus Estimates are projecting earnings of $2.42 per share and revenue of $10.52 billion, which would represent changes of -49.9% and -15.55%, respectively, from the prior year.
Investors might also notice recent changes to analyst estimates for Alcoa. Recent revisions tend to reflect the latest near-term business trends. With this in mind, we can consider positive estimate revisions a sign of optimism about the company's business outlook.
Our research shows that these estimate changes are directly correlated with near-term stock prices. To benefit from this, we have developed the Zacks Rank, a proprietary model which takes these estimate changes into account and provides an actionable rating system.
Ranging from #1 (Strong Buy) to #5 (Strong Sell), the Zacks Rank system has a proven, outside-audited track record of outperformance, with #1 stocks returning an average of +25% annually since 1988. The Zacks Consensus EPS estimate remained stagnant within the past month. Alcoa currently has a Zacks Rank of #5 (Strong Sell).
Investors should also note Alcoa's current valuation metrics, including its Forward P/E ratio of 19.89. This represents a premium compared to its industry's average Forward P/E of 11.91.
Investors should also note that AA has a PEG ratio of 6.44 right now. This popular metric is similar to the widely-known P/E ratio, with the difference being that the PEG ratio also takes into account the company's expected earnings growth rate. Metal Products - Distribution stocks are, on average, holding a PEG ratio of 5.76 based on yesterday's closing prices.
The Metal Products - Distribution industry is part of the Industrial Products sector. This industry currently has a Zacks Industry Rank of 66, which puts it in the top 27% of all 250+ industries.
The Zacks Industry Rank includes is listed in order from best to worst in terms of the average Zacks Rank of the individual companies within each of these sectors. Our research shows that the top 50% rated industries outperform the bottom half by a factor of 2 to 1.
You can find more information on all of these metrics, and much more, on Zacks.com.
7 Best Stocks for the Next 30 Days
Just released: Experts distill 7 elite stocks from the current list of 220 Zacks Rank #1 Strong Buys. They deem these tickers ""Most Likely for Early Price Pops.""
Since 1988, the full list has beaten the market more than 2X over with an average gain of +24.8% per year. So be sure to give these hand-picked 7 your immediate attention. 
See them now >>
Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report
Alcoa (AA) : Free Stock Analysis Report
To read this article on Zacks.com click here.
Zacks Investment Research
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-03-02,"Looking at the universe of stocks we cover at Dividend Channel, on 3/6/23, Mativ Inc (Symbol: MATV),","Looking at the universe of stocks we cover at Dividend Channel, on 3/6/23, Mativ Inc (Symbol: MATV), Kronos Worldwide Inc (Symbol: KRO), and Alcoa Corporation (Symbol: AA) will all trade ex-dividend for their respective upcoming dividends. Mativ Inc will pay its quarterly dividend of $0.40 on 3/24/23, Kronos Worldwide Inc will pay its quarterly dividend of $0.19 on 3/16/23, and Alcoa Corporation will pay its quarterly dividend of $0.10 on 3/23/23. As a percentage of MATV's recent stock price of $25.57, this dividend works out to approximately 1.56%, so look for shares of Mativ Inc to trade 1.56% lower — all else being equal — when MATV shares open for trading on 3/6/23. Similarly, investors should look for KRO to open 1.69% lower in price and for AA to open 0.20% lower, all else being equal.
Below are dividend history charts for MATV, KRO, and AA, showing historical dividends prior to the most recent ones declared.
Mativ Inc (Symbol: MATV):
Kronos Worldwide Inc (Symbol: KRO):
Alcoa Corporation (Symbol: AA):
In general, dividends are not always predictable, following the ups and downs of company profits over time. Therefore, a good first due diligence step in forming an expectation of annual yield going forward, is looking at the history above, for a sense of stability over time. This can help in judging whether the most recent dividends from these companies are likely to continue. If they do continue, the current estimated yields on annualized basis would be 6.26% for Mativ Inc, 6.75% for Kronos Worldwide Inc, and 0.80% for Alcoa Corporation.
Free Report: Top 8%+ Dividends (paid monthly)
In Thursday trading, Mativ Inc shares are currently off about 1.8%, Kronos Worldwide Inc shares are down about 1.4%, and Alcoa Corporation shares are down about 3.1% on the day.
Click here to learn which 25 S.A.F.E. dividend stocks should be on your radar screen »
Also see:
 OFG Average Annual Return
 ROBO Videos
 AD Split History
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-03-03,"In recent trading, shares of Alcoa Corporation (Symbol: AA) have crossed above the average analyst 1","In recent trading, shares of Alcoa Corporation (Symbol: AA) have crossed above the average analyst 12-month target price of $53.62, changing hands for $53.69/share. When a stock reaches the target an analyst has set, the analyst logically has two ways to react: downgrade on valuation, or, re-adjust their target price to a higher level. Analyst reaction may also depend on the fundamental business developments that may be responsible for driving the stock price higher — if things are looking up for the company, perhaps it is time for that target price to be raised.
There are 8 different analyst targets within the Zacks coverage universe contributing to that average for Alcoa Corporation, but the average is just that — a mathematical average. There are analysts with lower targets than the average, including one looking for a price of $42.00. And then on the other side of the spectrum one analyst has a target as high as $65.00. The standard deviation is $7.386.
But the whole reason to look at the average AA price target in the first place is to tap into a ""wisdom of crowds"" effort, putting together the contributions of all the individual minds who contributed to the ultimate number, as opposed to what just one particular expert believes. And so with AA crossing above that average target price of $53.62/share, investors in AA have been given a good signal to spend fresh time assessing the company and deciding for themselves: is $53.62 just one stop on the way to an even higher target, or has the valuation gotten stretched to the point where it is time to think about taking some chips off the table? Below is a table showing the current thinking of the analysts that cover Alcoa Corporation:
RECENT AA ANALYST RATINGS BREAKDOWN
» Current 1 Month Ago 2 Month Ago 3 Month Ago
Strong buy ratings: 4 3 3 3
Buy ratings: 0 0 0 1
Hold ratings: 4 5 5 4
Sell ratings: 0 0 0 0
Strong sell ratings: 0 0 0 0
Average rating: 2.0 2.25 2.25 2.06
The average rating presented in the last row of the above table above is from 1 to 5 where 1 is Strong Buy and 5 is Strong Sell. This article used data provided by Zacks Investment Research via Quandl.com. Get the latest Zacks research report on AA — FREE.
The Top 25 Broker Analyst Picks of the S&P 500 »
Also see:
 Funds Holding PEGR
 CMA Insider Buying
 PPHM Videos
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-03-06,"Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:
Battalion Oil BATL is an","Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:
Battalion Oil BATL is an energy company which is engaged in the acquisition, production, exploration and development of onshore oil and natural gas properties principally in the United States. The Zacks Consensus Estimate for its current year earnings has been revised 43.3% downward over the last 60 days.
Alcoa AA is a global industry leader in bauxite, alumina and aluminum products. The Zacks Consensus Estimate for its current year earnings has been revised 10.7% downward over the last 60 days.
CarMax KMX is the largest retailer of used vehicles in the United States. The Zacks Consensus Estimate for its current year earnings has been revised almost 6.6% downward over the last 60 days.
View the entire Zacks Rank #5 List.
5 Stocks Set to Double
Each was handpicked by a Zacks expert as the #1 favorite stock to gain +100% or more in 2021. Previous recommendations have soared +143.0%, +175.9%, +498.3% and +673.0%.
Most of the stocks in this report are flying under Wall Street radar, which provides a great opportunity to get in on the ground floor.
Today, See These 5 Potential Home Runs >>
Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report
Alcoa (AA) : Free Stock Analysis Report
CarMax, Inc. (KMX) : Free Stock Analysis Report
Battalion Oil Corporation (BATL) : Free Stock Analysis Report
To read this article on Zacks.com click here.
Zacks Investment Research
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-03-07,"Investors in Alcoa Corporation (Symbol: AA) saw new options begin trading today, for the June 2024 e","Investors in Alcoa Corporation (Symbol: AA) saw new options begin trading today, for the June 2024 expiration. One of the key inputs that goes into the price an option buyer is willing to pay, is the time value, so with 472 days until expiration the newly trading contracts represent a possible opportunity for sellers of puts or calls to achieve a higher premium than would be available for the contracts with a closer expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the AA options chain for the new June 2024 contracts and identified one put and one call contract of particular interest.
The put contract at the $50.00 strike price has a current bid of $9.55. If an investor was to sell-to-open that put contract, they are committing to purchase the stock at $50.00, but will also collect the premium, putting the cost basis of the shares at $40.45 (before broker commissions). To an investor already interested in purchasing shares of AA, that could represent an attractive alternative to paying $51.46/share today.
Because the $50.00 strike represents an approximate 3% discount to the current trading price of the stock (in other words it is out-of-the-money by that percentage), there is also the possibility that the put contract would expire worthless. The current analytical data (including greeks and implied greeks) suggest the current odds of that happening are 99%. Stock Options Channel will track those odds over time to see how they change, publishing a chart of those numbers on our website under the contract detail page for this contract. Should the contract expire worthless, the premium would represent a 19.10% return on the cash commitment, or 14.77% annualized — at Stock Options Channel we call this the YieldBoost.
Below is a chart showing the trailing twelve month trading history for Alcoa Corporation, and highlighting in green where the $50.00 strike is located relative to that history:
Turning to the calls side of the option chain, the call contract at the $55.00 strike price has a current bid of $11.50. If an investor was to purchase shares of AA stock at the current price level of $51.46/share, and then sell-to-open that call contract as a ""covered call,"" they are committing to sell the stock at $55.00. Considering the call seller will also collect the premium, that would drive a total return (excluding dividends, if any) of 29.23% if the stock gets called away at the June 2024 expiration (before broker commissions). Of course, a lot of upside could potentially be left on the table if AA shares really soar, which is why looking at the trailing twelve month trading history for Alcoa Corporation, as well as studying the business fundamentals becomes important. Below is a chart showing AA's trailing twelve month trading history, with the $55.00 strike highlighted in red:
Considering the fact that the $55.00 strike represents an approximate 7% premium to the current trading price of the stock (in other words it is out-of-the-money by that percentage), there is also the possibility that the covered call contract would expire worthless, in which case the investor would keep both their shares of stock and the premium collected. The current analytical data (including greeks and implied greeks) suggest the current odds of that happening are 99%. On our website under the contract detail page for this contract, Stock Options Channel will track those odds over time to see how they change and publish a chart of those numbers (the trading history of the option contract will also be charted). Should the covered call contract expire worthless, the premium would represent a 22.35% boost of extra return to the investor, or 17.28% annualized, which we refer to as the YieldBoost.
Meanwhile, we calculate the actual trailing twelve month volatility (considering the last 251 trading day closing values as well as today's price of $51.46) to be 65%. For more put and call options contract ideas worth looking at, visit StockOptionsChannel.com.
Top YieldBoost Calls of the S&P 500 »
Also see:
 ENLK Insider Buying
 Altria Group MACD
 JXI Dividend History
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
2023-03-07,Below is Validea's guru fundamental report for ALCOA CORP (AA),"Below is Validea's guru fundamental report for ALCOA CORP (AA). Of the 22 guru strategies we follow, AA rates highest using our Acquirer's Multiple Investor model based on the published strategy of Tobias Carlisle. This deep value model looks for inexpensive stocks that could be potential takeover targets.
ALCOA CORP (AA) is a mid-cap growth stock in the Metal Mining industry. The rating using this strategy is 84% based on the firm’s underlying fundamentals and the stock’s valuation. A score of 80% or above typically indicates that the strategy has some interest in the stock and a score above 90% typically indicates strong interest.
The following table summarizes whether the stock meets each of this strategy's tests. Not all criteria in the below table receive equal weighting or are independent, but the table provides a brief overview of the strong and weak points of the security in the context of the strategy's criteria.
SECTOR: PASS
QUALITY: PASS
ACQUIRER'S MULTIPLE FAIL
Detailed Analysis of ALCOA CORP
AA Guru Analysis
AA Fundamental Analysis
More Information on Tobias Carlisle
Tobias Carlisle Portfolio
About Tobias Carlisle: Tobias Carlisle is a widely recognized expert on deep value investing. He is the author of ""The Acquirer's Multiple: How the Billionaire Contrarians of Deep Value Beat the Market"" and the founder of Acquirer's Funds. He is also the author of ""Deep Value: Why Activists Investors and Other Contrarians Battle for Control of Losing Corporations"" and co-author of Quantitative Value: ""A Practitioner's Guide to Automating Intelligent Investment and Eliminating Behavioral Errors"" Tobias is originally from Australia, where he worked an an analyst at an activist hedge fund and was a lawyer specializing in mergers and acquisitions.
Additional Research Links
Factor-Based Stock Portfolios
Factor-Based ETF Portfolios
Harry Browne Permanent Portfolio
Ray Dalio All Weather Portfolio
About Validea: Validea is aninvestment researchservice that follows the published strategies of investment legends. Validea offers both stock analysis and model portfolios based on gurus who have outperformed the market over the long-term, including Warren Buffett, Benjamin Graham, Peter Lynch and Martin Zweig. For more information about Validea, click here
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",AAPL,neutral
